Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
511,Pansage,,Grass,,50,53,48,53,48,64,Green,5,1,0.6,10.5,Upright,0,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends.",511,Gluttony,,Overgrow,Grass Monkey Pokémon
512,Simisage,,Grass,,75,98,63,98,63,101,Green,5,1,1.1,30.5,Upright,0,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter.",512,Gluttony,,Overgrow,Thorn Monkey Pokémon
513,Pansear,,Fire,,50,53,48,53,48,64,Red,5,1,0.6,11.0,Upright,0,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit.",513,Gluttony,,Blaze,High Temp Pokémon
514,Simisear,,Fire,,75,98,63,98,63,101,Red,5,1,1.0,28.0,Upright,0,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets.",514,Gluttony,,Blaze,Ember Pokémon
515,Panpour,,Water,,50,53,48,53,48,64,Blue,5,1,0.6,13.5,Upright,0,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large.",515,Gluttony,,Torrent,Spray Pokémon
516,Simipour,,Water,,75,98,63,98,63,101,Blue,5,1,1.0,29.0,Upright,0,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail.",516,Gluttony,,Torrent,Geyser Pokémon
517,Munna,,Psychic,,76,25,45,67,55,24,Pink,5,4,0.6,23.3,Quadruped,0,"It eats dreams and releases mist. The mist is pink
when it’s eating a good dream, and black when
it’s eating a nightmare.",517,Forewarn,Synchronize,Telepathy,Dream Eater Pokémon
518,Musharna,,Psychic,,116,55,85,107,95,29,Pink,5,4,1.1,60.5,Humanoid,0,"It drowses and dreams all the time. It’s best to
leave it be if it’s just woken up, as it’s a terrible
grump when freshly roused from sleep.",518,Forewarn,Synchronize,Telepathy,Drowsing Pokémon
519,Pidove,,Normal,Flying,50,55,50,36,30,43,Gray,5,4,0.3,2.1,Wings,0,"It’s forgetful and not very bright, but many
Trainers love it anyway for its friendliness
and sincerity.",519,Big Pecks,Super Luck,Rivalry,Tiny Pigeon Pokémon
520,Tranquill,,Normal,Flying,62,77,62,50,42,65,Gray,5,4,0.6,15.0,Wings,0,"These bright Pokémon have acute memories.
Apparently delivery workers often choose them
as their partners.",520,Big Pecks,Super Luck,Rivalry,Wild Pigeon Pokémon
521,Unfezant,,Normal,Flying,80,115,80,65,55,93,Gray,5,4,1.2,29.0,Wings,0,"This Pokémon is intelligent and intensely proud.
People will sit up and take notice if you become
the Trainer of one.",521,Big Pecks,Super Luck,Rivalry,Proud Pokémon
522,Blitzle,,Electric,,45,60,32,50,32,76,Black,5,4,0.8,29.8,Quadruped,0,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate.",522,Lightning Rod,Motor Drive,Sap Sipper,Electrified Pokémon
523,Zebstrika,,Electric,,75,100,63,80,63,116,Black,5,4,1.6,79.5,Quadruped,0,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates.",523,Lightning Rod,Motor Drive,Sap Sipper,Thunderbolt Pokémon
524,Roggenrola,,Rock,,55,75,85,25,25,15,Blue,5,4,0.4,18.0,Legs,0,"When it detects a noise, it starts to move.
The energy core inside it makes this Pokémon
slightly warm to the touch.",524,Sturdy,Weak Armor,Sand Force,Mantle Pokémon
525,Boldore,,Rock,,70,105,105,50,40,20,Blue,5,4,0.9,102.0,Tentacles,0,"It relies on sound in order to monitor what’s in its
vicinity. When angered, it will attack without ever
changing the direction it’s facing.",525,Sturdy,Weak Armor,Sand Force,Ore Pokémon
526,Gigalith,,Rock,,85,135,130,60,80,25,Blue,5,4,1.7,260.0,Tentacles,0,"Although its energy blasts can blow away
a dump truck, they have a limitation—
they can only be fired when the sun is out.",526,Sturdy,Sand Stream,Sand Force,Compressed Pokémon
527,Woobat,,Psychic,Flying,65,45,43,55,43,72,Blue,5,4,0.4,2.1,Wings,0,"It emits ultrasonic waves as it flutters about,
searching for its prey—bug Pokémon.",527,Unaware,Klutz,Simple,Bat Pokémon
528,Swoobat,,Psychic,Flying,67,57,55,77,55,114,Blue,5,4,0.9,10.5,Wings,0,"The auspicious shape of this Pokémon’s nose
apparently led some regions to consider
Swoobat a symbol of good luck.",528,Unaware,Klutz,Simple,Courting Pokémon
529,Drilbur,,Ground,,60,85,40,30,45,68,Gray,5,4,0.3,8.5,Upright,0,"It’s a digger, using its claws to burrow through the
ground. It causes damage to vegetable crops, so
many farmers have little love for it.",529,Sand Rush,Sand Force,Mold Breaker,Mole Pokémon
530,Excadrill,,Ground,Steel,110,135,60,50,65,88,Gray,5,4,0.7,40.4,Humanoid,0,"Known as the Drill King, this Pokémon can
tunnel through the terrain at speeds of over
90 mph.",530,Sand Rush,Sand Force,Mold Breaker,Subterrene Pokémon
531,Audino,,Normal,,103,60,86,60,86,50,Pink,5,4,1.1,31.0,Upright,0,"Using the feelers on its ears, it can tell how someone is feeling or when an egg might hatch.",531,Healer,Regenerator,Klutz,Hearing Pokémon
531,Audino,Mega Audino,Normal,Fairy,103,60,126,80,126,50,White,6,4,1.5,32.0,Upright,1,"This Pokémon has a kind heart. By touching with
its feelers, Audino can gauge other creatures’
feelings and physical conditions.",10171,Healer,,,Hearing Pokémon
532,Timburr,,Fighting,,75,80,55,25,35,35,Gray,5,2,0.6,12.5,Humanoid,0,"Timburr that have started carrying logs that are
about three times their size are nearly ready
to evolve.",532,Guts,Sheer Force,Iron Fist,Muscular Pokémon
533,Gurdurr,,Fighting,,85,105,85,40,50,40,Gray,5,2,1.2,40.0,Humanoid,0,"Gurdurr excels at demolition—construction is not
its forte. In any case, there’s skill in the way this
Pokémon wields its metal beam.",533,Guts,Sheer Force,Iron Fist,Muscular Pokémon
534,Conkeldurr,,Fighting,,105,140,95,55,65,45,Brown,5,2,1.4,87.0,Humanoid,0,"When going all out, this Pokémon throws aside
its concrete pillars and leaps at opponents to
pummel them with its fists.",534,Guts,Sheer Force,Iron Fist,Muscular Pokémon
535,Tympole,,Water,,50,50,40,50,40,64,Blue,5,4,0.5,4.5,Fish,0,"It uses sound waves to communicate with
others of its kind. People and other Pokémon
species can’t hear its cries of warning.",535,Swift Swim,Hydration,Water Absorb,Tadpole Pokémon
536,Palpitoad,,Water,Ground,75,65,55,65,55,69,Blue,5,4,0.8,17.0,Upright,0,"On occasion, their cries are sublimely pleasing to
the ear. Palpitoad with larger lumps on their
bodies can sing with a wider range of sounds.",536,Swift Swim,Hydration,Water Absorb,Vibration Pokémon
537,Seismitoad,,Water,Ground,105,95,75,85,75,74,Blue,5,4,1.5,62.0,Humanoid,0,"This Pokémon is popular among the elderly,
who say the vibrations of its lumps are great
for massages.",537,Swift Swim,Poison Touch,Water Absorb,Vibration Pokémon
538,Throh,,Fighting,,120,100,85,30,85,45,Red,5,0,1.3,55.5,Humanoid,0,"They train in groups of five. Any member that
can’t keep up will discard its belt and leave
the group.",538,Guts,Inner Focus,Mold Breaker,Judo Pokémon
539,Sawk,,Fighting,,75,125,75,30,75,85,Blue,5,0,1.4,51.0,Humanoid,0,"The karate chops of a Sawk that’s trained itself
to the limit can cleave the ocean itself.",539,Sturdy,Inner Focus,Mold Breaker,Karate Pokémon
540,Sewaddle,,Bug,Grass,45,53,70,40,60,42,Yellow,5,4,0.3,2.5,Armor,0,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers.",540,Swarm,Chlorophyll,Overcoat,Sewing Pokémon
541,Swadloon,,Bug,Grass,55,63,90,50,80,42,Green,5,4,0.5,7.3,Arms,0,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests.",541,Leaf Guard,Chlorophyll,Overcoat,Leaf-Wrapped Pokémon
542,Leavanny,,Bug,Grass,75,103,80,70,80,92,Yellow,5,4,1.2,20.5,Humanoid,0,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle.",542,Swarm,Chlorophyll,Overcoat,Nurturing Pokémon
543,Venipede,,Bug,Poison,30,45,59,30,39,57,Red,5,4,0.4,5.3,Armor,0,"Its fangs are highly venomous. If this Pokémon
finds prey it thinks it can eat, it leaps for them
without any thought of how things might turn out.",543,Poison Point,Swarm,Speed Boost,Centipede Pokémon
544,Whirlipede,,Bug,Poison,40,55,99,40,79,47,Gray,5,4,1.2,58.5,Ball,0,"Whirlipede protects itself with a sturdy shell and
poisonous spikes while it stores up the energy it’ll
need for evolution.",544,Poison Point,Swarm,Speed Boost,Curlipede Pokémon
545,Scolipede,,Bug,Poison,60,100,89,55,69,112,Red,5,4,2.5,200.5,Armor,0,"Scolipede engage in fierce territorial battles with
Centiskorch. At the end of one of these battles,
the victor makes a meal of the loser.",545,Poison Point,Swarm,Speed Boost,Megapede Pokémon
546,Cottonee,,Grass,Fairy,40,27,60,37,50,66,Green,5,4,0.3,0.6,Ball,0,"Weaving together the cotton of both Cottonee
and Eldegoss produces exquisite cloth that’s
highly prized by many luxury brands.",546,Prankster,Infiltrator,Chlorophyll,Cotton Puff Pokémon
547,Whimsicott,,Grass,Fairy,60,67,85,77,75,116,Green,5,4,0.7,6.6,Humanoid,0,"As long as this Pokémon bathes in sunlight, its
cotton keeps growing. If too much cotton fluff
builds up, Whimsicott tears it off and scatters it.",547,Prankster,Infiltrator,Chlorophyll,Windveiled Pokémon
548,Petilil,,Grass,,45,35,50,70,50,30,Green,5,8,0.5,6.6,Blob,0,"The leaves on its head are highly valued for medicinal purposes.
Dry the leaves in the sun, boil them, and then drink the bitter
decoction for remarkably effective relief from fatigue.",548,Chlorophyll,Own Tempo,Leaf Guard,Bulb Pokémon
549,Lilligant,,Grass,,70,60,75,110,75,90,Green,5,8,1.1,16.3,Blob,0,It's believed that even first-rate gardeners have a hard time getting the flower on a Lilligant's head to bloom.,549,Chlorophyll,Own Tempo,Leaf Guard,Flowering Pokémon
549,Lilligant,Hisuian Lilligant,Grass,Fighting,70,105,75,50,75,105,Green,8,8,1.2,19.2,Humanoid,1,"Its well-developed legs are the result of a life
spent on mountains covered in deep snow. The scent it exudes
from its flower crown heartens those in proximity.",10237,Chlorophyll,Hustle,Leaf Guard,Spinning Pokémon
550,Basculin,Red-Striped Form,Water,,70,92,65,80,55,98,Green,5,4,1.0,18.0,Fish,0,Its temperament is vicious and aggressive. This Pokémon is also full of vitality and can multiply rapidly before anyone notices.,550,Reckless,Adaptability,Mold Breaker,Hostile Pokémon
550,Basculin,Blue-Striped Form,Water,,70,92,65,80,55,98,Green,5,4,1.0,18.0,Fish,1,These Pokémon form schools with others of the same color. The greatest foe of a school of blue Basculin is a school of red Basculin.,10016,Rock Head,Adaptability,Mold Breaker,Hostile Pokémon
550,Basculin,White-Striped Form,Water,,70,92,65,80,55,98,Green,8,4,1.0,18.0,Fish,2,"Its ecology is starkly different from that of other Basculin, so theories that it's a totally different species have gained traction in recent years.",10247,Rattled,Adaptability,Mold Breaker,Mellow Pokémon
551,Sandile,,Ground,Dark,50,72,35,35,35,65,Brown,5,4,0.7,15.2,Quadruped,0,"Sandile is small, but its legs and lower body are
powerful. Pushing sand aside as it goes, Sandile
moves through the desert as if it’s swimming.",551,Intimidate,Moxie,Anger Point,Desert Croc Pokémon
552,Krokorok,,Ground,Dark,60,82,45,45,45,74,Brown,5,4,1.0,33.4,Quadruped,0,"Although this Pokémon has specialized eyes that
allow it to see in the dark, Krokorok won’t move
much at night—the desert gets cold after sunset.",552,Intimidate,Moxie,Anger Point,Desert Croc Pokémon
553,Krookodile,,Ground,Dark,95,117,80,65,70,92,Red,5,4,1.5,96.3,Upright,0,"While terribly aggressive, Krookodile also has
the patience to stay hidden under sand for days,
lying in wait for prey.",553,Intimidate,Moxie,Anger Point,Intimidation Pokémon
554,Darumaka,,Fire,,70,90,45,15,45,50,Red,5,4,0.6,37.5,Humanoid,0,"This popular symbol of good fortune will never
fall over in its sleep, no matter how it’s pushed
or pulled.",554,Hustle,,Inner Focus,Zen Charm Pokémon
554,Darumaka,Galarian Darumaka,Ice,,70,90,45,15,45,50,White,8,4,0.7,40.0,Humanoid,1,"The colder they get, the more energetic they are. They freeze their breath to make snowballs, using them as ammo for playful snowball fights.",10176,Hustle,,Inner Focus,Zen Charm Pokémon
555,Darmanitan,,Fire,,105,140,55,30,55,95,Red,5,4,1.3,92.9,Quadruped,0,"This Pokémon’s power level rises along with the
temperature of its fire, which can reach 2,500
degrees Fahrenheit.",555,Sheer Force,,Zen Mode,Blazing Pokémon
555,Darmanitan,Zen Darmanitan,Fire,Psychic,105,30,105,140,105,55,Blue,5,4,1.3,92.9,Quadruped,1,"When wounded, it stops moving. It goes as still as stone to meditate, sharpening its mind and spirit.",10017,Sheer Force,,Zen Mode,Zen Charm Pokémon
555,Darmanitan,Galarian Darmanitan,Ice,,105,140,55,30,55,95,White,5,4,1.7,120.0,Quadruped,2,"Though it has a gentle disposition, it's also very strong. It will quickly freeze the snowball on its head before going for a headbutt.",10177,Gorilla Tactics,,Zen Mode,Zen Charm Pokémon
555,Darmanitan,Galarian Zen Darmanitan,Ice,Fire,105,160,55,30,55,135,White,5,4,1.7,120.0,Quadruped,3,"Darmanitan takes this form when enraged. It won't stop spewing flames until its rage has settled, even if its body starts to melt.",10178,Gorilla Tactics,,Zen Mode,Zen Charm Pokémon
556,Maractus,,Grass,,75,86,67,106,67,60,Green,5,4,1.0,28.0,Blob,0,"Once each year, this Pokémon scatters its seeds.
They’re jam-packed with nutrients, making them
a precious food source out in the desert.",556,Water Absorb,Chlorophyll,Storm Drain,Cactus Pokémon
557,Dwebble,,Bug,Rock,50,65,85,35,35,55,Red,5,4,0.3,14.5,Armor,0,"It first tries to find a rock to live in, but if there
are no suitable rocks to be found, Dwebble may
move in to the ports of a Hippowdon.",557,Sturdy,Shell Armor,Weak Armor,Rock Inn Pokémon
558,Crustle,,Bug,Rock,70,105,125,65,75,45,Red,5,4,1.4,200.0,Armor,0,"Its thick claws are its greatest weapons.
They’re mighty enough to crack
Rhyperior’s carapace.",558,Sturdy,Shell Armor,Weak Armor,Stone Home Pokémon
559,Scraggy,,Dark,Fighting,50,75,70,35,70,48,Yellow,5,4,0.6,11.8,Upright,0,"It protects itself with its durable skin. It’s thought
that this Pokémon will evolve once its skin has
completely stretched out.",559,Shed Skin,Moxie,Intimidate,Shedding Pokémon
560,Scrafty,,Dark,Fighting,65,90,115,45,115,58,Red,5,4,1.1,30.0,Upright,0,"While mostly known for having the temperament
of an aggressive ruffian, this Pokémon takes very
good care of its family, friends, and territory.",560,Shed Skin,Moxie,Intimidate,Hoodlum Pokémon
561,Sigilyph,,Psychic,Flying,72,58,80,103,80,97,Black,5,4,1.4,14.0,Wings,0,"A discovery was made in the desert where
Sigilyph fly. The ruins of what may have been
an ancient city were found beneath the sands.",561,Wonder Skin,Magic Guard,Tinted Lens,Avianoid Pokémon
562,Yamask,,Ghost,,38,30,85,55,65,30,Black,5,4,0.5,1.5,Arms,0,"The spirit of a person from a bygone age became
this Pokémon. It rambles through ruins, searching
for someone who knows its face.",562,Mummy,,,Spirit Pokémon
562,Yamask,Galarian Yamask,Ground,Ghost,38,55,85,30,65,30,Black,8,4,0.5,1.5,Arms,1,It's said that this Pokémon was formed when an ancient clay tablet was drawn to a vengeful spirit.,10179,Wandering Spirit,,,Spirit Pokémon
563,Cofagrigus,,Ghost,,58,50,145,95,105,30,Yellow,5,4,1.7,76.5,Blob,0,"There are many depictions of Cofagrigus
decorating ancient tombs. They’re symbols
of the wealth that kings of bygone eras had.",563,Mummy,,,Coffin Pokémon
564,Tirtouga,,Water,Rock,54,78,103,53,45,22,Blue,5,1,0.7,16.5,Quadruped,0,"Tirtouga is considered to be the ancestor of
many turtle Pokémon. It was restored to life
from a fossil.",564,Solid Rock,Sturdy,Swift Swim,Prototurtle Pokémon
565,Carracosta,,Water,Rock,74,108,133,83,65,32,Blue,5,1,1.2,81.0,Upright,0,"This Pokémon emerges from the water in search
of prey despite the fact that it moves more
slowly on land.",565,Solid Rock,Sturdy,Swift Swim,Prototurtle Pokémon
566,Archen,,Rock,Flying,55,112,45,74,45,70,Yellow,5,1,0.5,9.5,Wings,0,"Archen is said to be the ancestor of bird
Pokémon. It lived in treetops, eating berries
and bug Pokémon.",566,Defeatist,,,First Bird Pokémon
567,Archeops,,Rock,Flying,75,140,65,112,65,110,Yellow,5,1,1.4,32.0,Wings,0,"Though capable of flight, Archeops was
apparently better at hunting on the ground.",567,Defeatist,,,First Bird Pokémon
568,Trubbish,,Poison,,50,50,62,40,62,65,Green,5,4,0.6,31.0,Humanoid,0,"This Pokémon was born from a bag stuffed with
trash. Galarian Weezing relish the fumes belched
by Trubbish.",568,Stench,Sticky Hold,Aftermath,Trash Bag Pokémon
